Brain_Region,Loading
"mPMtha, pre-motor thalamus,Left",0.15816232420043147
"vId/vIg, ventral dysgranular and granular insula,Right",0.14840468548880734
"A11m, medial area 11,Right",0.14477023526092178
"rpSTS, rostroposterior superior temporal sulcus,Right",0.14425157932420016
"A38m, medial area 38,Right",0.1419205657641115
"A2, area 2,Left",0.1334251094589742
"dCa, dorsal caudate,Left",0.13283109406144944
"V5/MT+, area V5/MT+,Right",0.12984383132861327
"dId, dorsal dysgranular insula,Right",0.12958753232987613
"A20cl, caudolateral of area 20,Right",0.12955020330354722
