Brain_Region,Loading
"OPC, occipital polar cortex,Right",0.15609692021063692
"A11m, medial area 11,Right",0.14085701948667798
"A44op, opercular area 44,Right",0.14044044067682865
"A40c, caudal area 40(PFm),Left",0.13499005645299317
"A20cv, caudoventral of area 20,Right",0.13262923165572768
"lsOccG, lateral superior occipital gyrus,Left",0.1324693500686098
"cCunG, caudal cuneus gyrus,Right",0.1247996455421578
"A9l, lateral area 9,Left",0.12274517195797
"mAmyg, medial amygdala,Left",0.12225368208838457
"A1/2/3ulhf, area 1/2/3(upper limb, head and face region),Right",0.12221782800893985
