Brain_Region,Loading
"V5/MT+, area V5/MT+,Right",0.13401966962970616
"A44v, ventral area 44,Left",0.13197942638501464
"A39rd, rostrodorsal area 39(Hip3),Left",0.12877429065450066
"A38m, medial area 38,Right",0.12623134916949402
"vId/vIg, ventral dysgranular and granular insula,Right",0.12508237977678172
"G, hypergranular insula,Right",0.12409540346631232
"A4tl, area 4(tongue and larynx region),Left",0.12243332838583333
"TE1.0 and TE1.2,Right",0.12150039881160475
"rHipp, rostral hippocampus,Left",0.12148919000980969
"A32p, pregenual area 32,Right",0.12135059608734708
