Brain_Region,Loading
"dlPu, dorsolateral putamen,Right",0.17912492534449995
"GP, globus pallidus,Right",0.16315755115629593
"vmPu, ventromedial putamen,Right",0.16015913302057136
"A41/42, area 41/42,Left",0.15252678165783004
"A44op, opercular area 44,Right",0.1399239435459295
"A4ll, area 4, (lower limb region),Left",0.13951448053520119
"A39rd, rostrodorsal area 39(Hip3),Right",0.13864235469599265
"A1/2/3tru, area1/2/3(trunk region),Right",0.1374608893623424
"A4ll, area 4, (lower limb region),Right",0.13741119403540855
"A4t, area 4(trunk region),Right",0.13470226878765734
